corporate_identification_number,company_name,registered_state,date,rank
U52590AS2020PTC019882,NCA EXPORT PRIVATE LIMITED,Assam,2020-01-30,2
U85300AS2020PTC019881,JHSK PHARMACEUTICALS PRIVATE LIMITED,Assam,2020-01-29,3
U80904AS2020PTC019879,BIPROZ SOLUTIONS PRIVATE LIMITED,Assam,2020-01-29,3
U72900AS2020PTC019878,GRISIAL DEVELOPERS PRIVATE LIMITED,Assam,2020-01-29,3
U72900AS2020PTC019880,FIDEM IT SERVICES PRIVATE LIMITED,Assam,2020-01-29,3
U85100AS2020PTC019874,NEW LIFE HOSPITAL AND RESEARCH INSTITUTEPRIVATE LIMITED,Assam,2020-01-28,4
U36999AS2020PTC019876,CREATION HOME DECOR AND FURNISHINGPRIVATE LIMITED,Assam,2020-01-28,4
U65999AS2020PLN019877,JEEVAN SATHI GRAMIN VIKASH NIDHI LIMITED,Assam,2020-01-28,4
U45203AS2020PTC019875,NILSAMUDRA ASSOCIATES PRIVATE LIMITED,Assam,2020-01-28,4
U70109AS2020PTC019873,DEVAYA NAMO PRIVATE LIMITED,Assam,2020-01-27,5
U36994AS2020PTC019872,UDBHRITI PAVERS BLOCK PRIVATE LIMITED,Assam,2020-01-27,5
U36999AS2020PTC019871,MEGASTAR JEWELS PRIVATE LIMITED,Assam,2020-01-27,5
U64201AS2020PTC019869,THRUCOM SERVICES PRIVATE LIMITED,Assam,2020-01-27,5
U65990AS2020PLN019870,UJJALA AMRIT NIDHI LIMITED,Assam,2020-01-27,5
U24110AS2020PTC019868,PEPTHERA LABORATORIES PRIVATE LIMITED,Assam,2020-01-24,6
U92410AS2020PTC019864,FAIRCROW BUSINESS SOLUTIONS PRIVATELIMITED,Assam,2020-01-24,6
U18101AS2020PTC019867,PURE N REAL MAKE IN LIFE PRIVATE LIMITED,Assam,2020-01-24,6
U52100AS2020PTC019863,VIVIDH MART ECOMMERCE PRIVATE LIMITED,Assam,2020-01-24,6
U52208AS2020PTC019862,NAMRUP BEVERAGES PRIVATE LIMITED,Assam,2020-01-24,6
U65929AS2020PTC019866,YUMNA FINANCE PRIVATE LIMITED,Assam,2020-01-24,6
U45400AS2020PTC019865,SHIVA HARLALKA PRIVATE LIMITED,Assam,2020-01-24,6
U63030AS2020OPC019860,EXOTIC SEVEN SISTERS (OPC) PRIVATELIMITED,Assam,2020-01-23,7
U65999AS2020PLN019861,FIBENIS MUTUAL BENEFIT NIDHI LIMITED,Assam,2020-01-23,7
U72200AS2020PTC019855,DODASO TECHNOLOGIES PRIVATE LIMITED,Assam,2020-01-22,8
U29100AS2020PTC019854,CHAMUAH ENGINEERING & MACHINERIESPRIVATE LIMITED,Assam,2020-01-22,8
U36109AS2020PTC019857,SANATAN ARTS PRIVATE LIMITED,Assam,2020-01-22,8
U45500AS2020PTC019856,OQTIS INFRA PRIVATE LIMITED,Assam,2020-01-22,8
U74999AS2020PTC019858,KHUSI DIGITAL PAYMENTS PRIVATE LIMITED,Assam,2020-01-22,8
U33100AS2020PTC019852,SYMBICA PRIVATE LIMITED,Assam,2020-01-21,9
U36999AS2020PTC019851,LABKEM LIFESCIENCES PRIVATE LIMITED,Assam,2020-01-21,9
U65999AS2020PLN019850,ASHOMI NIDHI LIMITED,Assam,2020-01-21,9
U72900AS2020PTC019847,NEFA TECHSOLUTIONS PRIVATE LIMITED,Assam,2020-01-21,9
U74999AS2020PTC019848,AASHU TRADER AND EXPORTERS PRIVATELIMITED,Assam,2020-01-21,9
U74999AS2020PTC019849,INKEDSTREETS PRIVATE LIMITED,Assam,2020-01-21,9
U74999AS2020PTC019853,ABP ASSOCIATES PRIVATE LIMITED,Assam,2020-01-21,9
U51909AS2020PTC019845,SEUJEE DHARANI PRIVATE LIMITED,Assam,2020-01-20,10
U24100AS2020PTC019846,SENSUOUS PHARMACEUTICALS PRIVATE LIMITED,Assam,2020-01-20,10
U45400AS2020PTC019844,ALANYA INFRASTRUCTURE AND BEVERAGESPRIVATE LIMITED,Assam,2020-01-17,11
U70109AS2020PTC019841,OM PRAKALPA PRIVATE LIMITED,Assam,2020-01-16,12
U92490AS2020PTC019842,RELIVER MEDIA & ENTERTAINMENT PRIVATELIMITED,Assam,2020-01-16,12
U74999AS2020PTC019843,STAR NIRMAN GREEN WORLD PRIVATE LIMITED,Assam,2020-01-16,12
U51909AS2020PTC019839,NIRMAL MULTI PRODUCTS PRIVATE LIMITED,Assam,2020-01-15,13
U74999AS2020OPC019837,JARDYAN (OPC) PRIVATE LIMITED,Assam,2020-01-15,13
U74999AS2020PTC019836,SAJ SERVICES PRIVATE LIMITED,Assam,2020-01-15,13
U74999AS2020PTC019838,TAXURBAN PRIVATE LIMITED,Assam,2020-01-15,13
U74999AS2020PTC019840,HAYAT MERCANTILE PRIVATE LIMITED,Assam,2020-01-15,13
U85320AS2020PTC019832,BORTHAKUR MEDICAL PRIVATE LIMITED,Assam,2020-01-14,14
U80300AS2020NPL019835,JAMUNAMUKH WELFARE FOUNDATION,Assam,2020-01-14,14
U18209AS2020PTC019834,9ITE INDUSTRIES PRIVATE LIMITED,Assam,2020-01-14,14
U45309AS2020PTC019833,UTSA CONSTRUCTION INDIA PRIVATE LIMITED,Assam,2020-01-14,14
U24200AS2020PTC019831,FYNST PHARMA PRIVATE LIMITED,Assam,2020-01-13,15
U63030AS2020PTC019829,SUNVALLEY LOGISTICS PRIVATE LIMITED,Assam,2020-01-13,15
U55101AS2020PTC019830,MAXIM HOSPITALITY & REAL ESTATE PRIVATELIMITED,Assam,2020-01-13,15
U01100BR2020PTC045279,VAIDIKI DAIRY AND AGRO PRODUCTS PRIVATELIMITED,Bihar,2020-01-31,1
U24110BR2020PTC045274,DREAMS ACHIEVER MEDICARE PRIVATE LIMITED,Bihar,2020-01-31,1
U71309BR2020OPC045281,INDURAM TENT HOUSE & EVENT MANAGEMENT(OPC) PRIVATE LIMITED,Bihar,2020-01-31,1
U70109BR2020PTC045273,VIHAS INFRASTRUCTURE PRIVATE LIMITED,Bihar,2020-01-31,1
U70109BR2020PTC045275,PARI DEVELOPERS PRIVATE LIMITED,Bihar,2020-01-31,1
U70109BR2020PTC045283,YOGEETA INTERIOR PRIVATE LIMITED,Bihar,2020-01-31,1
U31909BR2020OPC045284,ANUBHAV BUSINESS (OPC) PRIVATE LIMITED,Bihar,2020-01-31,1
U31909BR2020OPC045292,BHOLERAJESH ELECTRONICS ITEMS (OPC)PRIVATE LIMITED,Bihar,2020-01-31,1
U26990BR2020PTC045288,NIRUM BRIEDER INDUSTRIES PRIVATE LIMITED,Bihar,2020-01-31,1
U51909BR2020PTC045276,SAMSKRITI HEALTHCARE PRIVATE LIMITED,Bihar,2020-01-31,1
U15326BR2020OPC045269,GYANSU OIL MILLS (OPC) PRIVATE LIMITED,Bihar,2020-01-31,1
U85300BR2020NPL045289,YOUTH INDIA SOCIAL WELFARE FOUNDATION,Bihar,2020-01-31,1
U85300BR2020NPL045291,PUNARUTHAN INNOVATIONS FOUNDATION,Bihar,2020-01-31,1
U85310BR2020NPL045294,MAANAV KALYAAN SEVA ASSOCIATION,Bihar,2020-01-31,1
U92490BR2020OPC045270,CHANDEV TENT DECORATORS (OPC) PRIVATELIMITED,Bihar,2020-01-31,1
U92490BR2020OPC045271,RAJVEK EVENT MANAGEMENT (OPC) PRIVATELIMITED,Bihar,2020-01-31,1
U80903BR2020PTC045278,BUDDHA EDUTECH PRIVATE LIMITED,Bihar,2020-01-31,1
U80904BR2020NPL045295,KIRTI SAGAR EDUCATIONAL FOUNDATION,Bihar,2020-01-31,1
U85100BR2020OPC045266,DR. S.K. SINGH VARANASI HOSPITAL ANDRESEARCH CENTER (OPC) PRIVATE LIMITED,Bihar,2020-01-31,1
U36910BR2020OPC045286,SANJAYANMOL LAHATHI UDYOG (OPC) PRIVATELIMITED,Bihar,2020-01-31,1
U36999BR2020PTC045285,JAVA SPORTS PRIVATE LIMITED,Bihar,2020-01-31,1
U18109BR2020OPC045290,SATYAMBRAJ READYMADE GARMENTS (OPC)PRIVATE LIMITED,Bihar,2020-01-31,1
U65999BR2020PLN045287,KRISHIMITR INDIA NIDHI LIMITED,Bihar,2020-01-31,1
U65999BR2020PTC045277,LANDINGMARTS FINSERV PRIVATE LIMITED,Bihar,2020-01-31,1
U45209BR2020PTC045268,BHAVYA BHASKAR INFRASTRUCTURE ANDHOSPITALITY PRIVATE LIMITED,Bihar,2020-01-31,1
U72900BR2020PTC045282,BEARTED CONSTRUCTIONS PRIVATE LIMITED,Bihar,2020-01-31,1
U45500BR2020PTC045272,KUNDRAJ CONSTRUCTION PRIVATE LIMITED,Bihar,2020-01-31,1
U45500BR2020PTC045293,P&V PROJECTS INDIA PRIVATE LIMITED,Bihar,2020-01-31,1
U74910BR2020PTC045280,RSMV CONSULTANCY SOLUTIONS PRIVATELIMITED,Bihar,2020-01-31,1
U74999BR2020PTC045267,ARCHMIK CONSTRUCTION PRIVATE LIMITED,Bihar,2020-01-31,1
U01114BR2020PTC045265,AKR POULTRY CONSULTANCY AND SERVICESPRIVATE LIMITED,Bihar,2020-01-30,2
U31909BR2020PTC045248,CAPTRONICS ELECTRIC PRIVATE LIMITED,Bihar,2020-01-30,2
U24304BR2020PTC045251,MACURE PHARMA PRIVATE LIMITED,Bihar,2020-01-30,2
U51900BR2020OPC045264,MINAPURV NIRMIT BHAWAN SAMAGRI (OPC)PRIVATE LIMITED,Bihar,2020-01-30,2
U51909BR2020PTC045242,MYSALVAGE TRADING INDIA PRIVATE LIMITED,Bihar,2020-01-30,2
U51909BR2020PTC045247,PHARMA CAPS INDIA PRIVATE LIMITED,Bihar,2020-01-30,2
U63030BR2020PTC045246,KAMARU INTELLIGENCE AND LOGISTICSERVICES PRIVATE LIMITED,Bihar,2020-01-30,2
U85300BR2020NPL045257,BIDA FOUNDATION,Bihar,2020-01-30,2
U85310BR2020PTC045250,BODHI EMERGENCY HOSPITAL PRIVATE LIMITED,Bihar,2020-01-30,2
U80900BR2020OPC045255,ORIENNOVA UNIVERSAL EDUVISION (OPC)PRIVATE LIMITED,Bihar,2020-01-30,2
U80902BR2020PTC045249,VAIDEHISHREE INFOTECH PRIVATE LIMITED,Bihar,2020-01-30,2
U35999BR2020PTC045262,UNNAT NALANDA AVIATION PRIVATE LIMITED,Bihar,2020-01-30,2
U36999BR2020OPC045261,SUDHIRENU FURNITURE (OPC) PRIVATELIMITED,Bihar,2020-01-30,2
U45209BR2020PTC045258,MSBK INFRASTRUCTURE PRIVATE LIMITED,Bihar,2020-01-30,2
U23209BR2020PTC045252,KRRISHAY BIOFUELS PRIVATE LIMITED,Bihar,2020-01-30,2
U52311BR2020PTC045260,ZAHAVA PHARMACEUTICAL PRIVATE LIMITED,Bihar,2020-01-30,2
U52330BR2020PTC045254,SIYA ELECTRONICS PRIVATE LIMITED,Bihar,2020-01-30,2
U45309BR2020PTC045259,RAJNANDINI BUILDCON PRIVATE LIMITED,Bihar,2020-01-30,2
U45309BR2020PTC045263,SHANVIKA ENGICON PRIVATE LIMITED,Bihar,2020-01-30,2
U74999BR2020PTC045243,RSY FILMS PRIVATE LIMITED,Bihar,2020-01-30,2
U74999BR2020PTC045244,ARYASH DEVELOPERS PRIVATE LIMITED,Bihar,2020-01-30,2
U74999BR2020PTC045245,KAIZENSOFT PRIVATE LIMITED,Bihar,2020-01-30,2
U74999BR2020PTC045253,RAMAJI CONSULTANCY SERVICES PRIVATELIMITED,Bihar,2020-01-30,2
U74999BR2020PTC045256,SHRISTI DIVYA SHAKTI WELLNESS LIFE CAREPRIVATE LIMITED,Bihar,2020-01-30,2
U24110BR2020PTC045217,BABNL HERBAL INDIA MARKETING PRIVATELIMITED,Bihar,2020-01-29,3
U24246BR2020PTC045238,TAION REMEDIES PRIVATE LIMITED,Bihar,2020-01-29,3
U28100BR2020OPC045228,BEVIDEVI ENTERPRISES (OPC) PRIVATELIMITED,Bihar,2020-01-29,3
U31905BR2020PTC045214,E7 IRAIL PRIVATE LIMITED,Bihar,2020-01-29,3
U31909BR2020PTC045213,RASDA INDIA PRIVATE LIMITED,Bihar,2020-01-29,3
U31909BR2020PTC045233,ECO STATION PRIVATE LIMITED,Bihar,2020-01-29,3
U24304BR2020PTC045239,METSYN PHARMACEUTICALS PRIVATE LIMITED,Bihar,2020-01-29,3
U51909BR2020PTC045229,HOPKINS EXPORTS PRIVATE LIMITED,Bihar,2020-01-29,3
U67190BR2020PLN045215,SWET RATN NIDHI LIMITED,Bihar,2020-01-29,3
U70100BR2020PTC045225,GREEN SHINE INFRA PRIVATE LIMITED,Bihar,2020-01-29,3
U45201BR2020PTC045231,RANJANS PRIDE PRIVATE LIMITED,Bihar,2020-01-29,3
U45201BR2020PTC045235,ZASY CONSTRUCTION PRIVATE LIMITED,Bihar,2020-01-29,3
U15141BR2020PTC045216,R3MAGRI PRIVATE LIMITED,Bihar,2020-01-29,3
U15400BR2020PTC045218,BRAHAMRSHI AGRI FOOD PRIVATE LIMITED,Bihar,2020-01-29,3
U63030BR2020PTC045226,SINGHSUNITA AUTOMOBILES PRIVATE LIMITED,Bihar,2020-01-29,3
U80904BR2020PTC045224,WINNERS EDUVENTURES PRIVATE LIMITED,Bihar,2020-01-29,3
U36100BR2020PTC045240,VIPASSANA TRADING PRIVATE LIMITED,Bihar,2020-01-29,3
U18109BR2020PTC045223,ORTAL FASHION PRIVATE LIMITED,Bihar,2020-01-29,3
U65999BR2020PTC045232,SAMANTA FINANCIAL SERVICES PRIVATELIMITED,Bihar,2020-01-29,3
U18202BR2020OPC045227,SHOBHASAURAV READYMADE GARMENTS (OPC)PRIVATE LIMITED,Bihar,2020-01-29,3
U19100BR2020OPC045221,SUNITARAGHU LEATHER ITEMS (OPC) PRIVATELIMITED,Bihar,2020-01-29,3
U22300BR2020PTC045219,TANYASHI EDUSERVE PRIVATE LIMITED,Bihar,2020-01-29,3
U45309BR2020PTC045220,CHHAPRA DEVELOPERS PRIVATE LIMITED,Bihar,2020-01-29,3
U45309BR2020PTC045230,KUMAR AND BROTHERS CONSTRUCTION PRIVATELIMITED,Bihar,2020-01-29,3
U45309BR2020PTC045234,SAHYOG AND SADBHAWNA CONSTRUCTIONPRIVATE LIMITED,Bihar,2020-01-29,3
U45400BR2020PTC045222,BABA LAXMINATH INDUSTRIES PRIVATELIMITED,Bihar,2020-01-29,3
U72900BR2020PTC045241,BPR NETWORK INDIA PRIVATE LIMITED,Bihar,2020-01-29,3
U74999BR2020PTC045236,INNOVATE INSPIRATION INDIA PRIVATELIMITED,Bihar,2020-01-29,3
U74999BR2020PTC045237,ADDITION ELECTRIC INDIA PRIVATE LIMITED,Bihar,2020-01-29,3
U01100BR2020PTC045203,AADHARSHILA FARMER PRODUCER COMPANYLIMITED,Bihar,2020-01-28,4
U72200BR2020PTC045186,TRADIC SOLUTIONS AND SERVICES PRIVATELIMITED,Bihar,2020-01-28,4
U29190BR2020OPC045206,MARPA ISHWAR DAS MINIRAL WATER (OPC)PRIVATE LIMITED,Bihar,2020-01-28,4
U31909BR2020OPC045212,VIWAN ELECTRONICS (OPC) PRIVATE LIMITED,Bihar,2020-01-28,4
U41000BR2020PTC045204,ADITI ENVIRO ENGINEERS PRIVATE LIMITED,Bihar,2020-01-28,4
U45201BR2020PTC045190,MAHAMADPUR CONSTRUCTION PRIVATE LIMITED,Bihar,2020-01-28,4
U45201BR2020PTC045196,NAVSAM 16 HERITAGE PRIVATE LIMITED,Bihar,2020-01-28,4
U93090BR2020PTC045187,SHREE SHARWAN MANAGEMENT PRIVATE LIMITED,Bihar,2020-01-28,4
U15400BR2020OPC045209,BILATSATYENDRA BEKARI (OPC) PRIVATELIMITED,Bihar,2020-01-28,4
U15400BR2020PTC045193,HARI ANAND FOODS PRIVATE LIMITED,Bihar,2020-01-28,4
U63030BR2020OPC045210,VIDJA TOURS AND TRAVELS (OPC) PRIVATELIMITED,Bihar,2020-01-28,4
U55101BR2020PTC045199,SWAYAMVAR HOTELS AND RESTAURANTS PRIVATELIMITED,Bihar,2020-01-28,4
U80903BR2020PTC045208,SHREYASSHAURYA EDUCATION PRIVATE LIMITED,Bihar,2020-01-28,4
U80904BR2020PTC045189,FUTUREADVANTAGE EDUCATION PRIVATELIMITED,Bihar,2020-01-28,4
U85110BR2020PTC045201,SUNUP PHARMA PRIVATE LIMITED,Bihar,2020-01-28,4
U36100BR2020OPC045192,BHASKARJYOTI STEEL FURNITURE (OPC)PRIVATE LIMITED,Bihar,2020-01-28,4
U15549BR2020PTC045207,KOSHI FEEDS & NUTRIENTS PRIVATE LIMITED,Bihar,2020-01-28,4
U19116BR2020PTC045200,DIYARAZONE LEATHER PRIVATE LIMITED,Bihar,2020-01-28,4
U45400BR2020PTC045188,GREEN RUDRA INFRA PRIVATE LIMITED,Bihar,2020-01-28,4
U72900BR2020OPC045191,ANDSPACE TECHNOLOGY (OPC) PRIVATELIMITED,Bihar,2020-01-28,4
U72900BR2020OPC045194,SACT TECHNOLOGY (OPC) PRIVATE LIMITED,Bihar,2020-01-28,4
U45500BR2020OPC045202,SHIDDHARTH CENTERING & CONSTRUCTION(OPC) PRIVATE LIMITED,Bihar,2020-01-28,4
U45500BR2020PTC045197,MODERNGREEN CONSTRUCTIONS PRIVATELIMITED,Bihar,2020-01-28,4
U45500BR2020PTC045198,REALPLEX ENGICON PRIVATE LIMITED,Bihar,2020-01-28,4
U45500BR2020PTC045211,MALTI RAJESHWAR INFRASTRUCTURE ANDSERVICES PRIVATE LIMITED,Bihar,2020-01-28,4
U74999BR2020PTC045195,URBANCLIK INDIA PRIVATE LIMITED,Bihar,2020-01-28,4
U74999BR2020PTC045205,MEPA SOLUTIONS PRIVATE LIMITED,Bihar,2020-01-28,4
U01100BR2020PTC045173,SAHYOG AMNI AGRO PRODUCER COMPANYLIMITED,Bihar,2020-01-27,5
U51909BR2020OPC045174,SPEXIDE (OPC) PRIVATE LIMITED,Bihar,2020-01-27,5
U51909BR2020PTC045167,AMRIT EYEWEAR PRIVATE LIMITED,Bihar,2020-01-27,5
U51909BR2020PTC045169,PHARMISTA HEALTHCARE PRIVATE LIMITED,Bihar,2020-01-27,5
U15134BR2020PLC045165,DIVYAKANTI INDUSTRIES LIMITED,Bihar,2020-01-27,5
U15400BR2020OPC045180,SUWANA POULTRY FARMS INDIA (OPC) PRIVATELIMITED,Bihar,2020-01-27,5
U85320BR2020NPL045184,DIWYA VATSALYA FOUNDATION,Bihar,2020-01-27,5
U92412BR2020OPC045182,SKBD EVENT&MANAGEMENT (OPC) PRIVATELIMITED,Bihar,2020-01-27,5
U52603BR2020PTC045175,FIRECLUSE PRIVATE LIMITED,Bihar,2020-01-27,5
U52609BR2020OPC045162,JAY BHIM ELECTRICALS (OPC) PRIVATELIMITED,Bihar,2020-01-27,5
U55209BR2020OPC045181,HARMALTI FOOD CHAIN (OPC) PRIVATELIMITED,Bihar,2020-01-27,5
U55209BR2020PTC045164,P-SAHI PALACE PRIVATE LIMITED,Bihar,2020-01-27,5
U36109BR2020OPC045176,RKDS FURNITURE MANUFACTURER (OPC)PRIVATE LIMITED,Bihar,2020-01-27,5
U36999BR2020OPC045179,AADARA FURNITURE AND FIXTURES CRAFTING(OPC) PRIVATE LIMITED,Bihar,2020-01-27,5
U67100BR2020PTC045185,ZERO INVESTMENT RESEARCH & HOLDINGPRIVATE LIMITED,Bihar,2020-01-27,5
U45309BR2020PTC045168,BELOVED INFRA CONSTRUCTION PRIVATELIMITED,Bihar,2020-01-27,5
U72900BR2020PTC045171,PRADHAN TECHSERVICES PRIVATE LIMITED,Bihar,2020-01-27,5
U72900BR2020PTC045172,AHEAD ONLINE IT SOLUTION PRIVATE LIMITED,Bihar,2020-01-27,5
U45500BR2020PTC045161,KUMAR CONTRACTORS AND CONSTRUCTIONPRIVATE LIMITED,Bihar,2020-01-27,5
U45500BR2020PTC045183,VISRO INFRA PROJECT PRIVATE LIMITED,Bihar,2020-01-27,5
U74994BR2020OPC045178,DDMK TAILOR (OPC) PRIVATE LIMITED,Bihar,2020-01-27,5
U74999BR2020OPC045177,PRABAS RICE MILL (OPC) PRIVATE LIMITED,Bihar,2020-01-27,5
U74999BR2020PTC045163,BISAL MULTISERVICES PRIVATE LIMITED,Bihar,2020-01-27,5
U74999BR2020PTC045166,SIYON SECURITY SERVICES PRIVATE LIMITED,Bihar,2020-01-27,5
U74999BR2020PTC045170,WHIM MUSIC PRIVATE LIMITED,Bihar,2020-01-27,5
U01110BR2020PTC045154,KHETIBARRI AGROTECH PRIVATE LIMITED,Bihar,2020-01-24,6
U72200BR2020OPC045148,NAMSTEINDIA CYBER CAFE (OPC) PRIVATELIMITED,Bihar,2020-01-24,6
U15400BR2020PTC045160,UPLIGHT FOODS & BEVERAGES PRIVATELIMITED,Bihar,2020-01-24,6
U15490BR2020OPC045147,NEMICHANDRAM MASALA UDYOG (OPC) PRIVATELIMITED,Bihar,2020-01-24,6
U63090BR2020PTC045149,ANGA HEAVY LOGISTIC AND MACHINERYSERVICES PRIVATE LIMITED,Bihar,2020-01-24,6
U92490BR2020OPC045158,KKPD EVENT AND MANAGEMENT (OPC) PRIVATELIMITED,Bihar,2020-01-24,6
U80904BR2020PTC045159,HEGEMONIC EDUCATION VNC PRIVATE LIMITED,Bihar,2020-01-24,6
U15549BR2020PTC045156,BPFP BUSINESS DEVELOPMENT PRIVATELIMITED,Bihar,2020-01-24,6
U74140BR2020OPC045151,CORESTEP SERVICES (OPC) PRIVATE LIMITED,Bihar,2020-01-24,6
U18209BR2020OPC045150,MAJANAKI READYMADE GARMENTS (OPC)PRIVATE LIMITED,Bihar,2020-01-24,6
U19202BR2020OPC045152,RAMSHANJU LEATHER SHOES (OPC) PRIVATELIMITED,Bihar,2020-01-24,6
U45309BR2020PTC045155,TANSHIKA CONSTRUCTION AND SERVICESPRIVATE LIMITED,Bihar,2020-01-24,6
U72900BR2020PTC045145,MANART SOLUTIONS PRIVATE LIMITED,Bihar,2020-01-24,6
U45500BR2020PTC045157,IBE GLOBAL ESTATE PRIVATE LIMITED,Bihar,2020-01-24,6
U74999BR2020PTC045146,AAD INFOTECH PRIVATE LIMITED,Bihar,2020-01-24,6
U74999BR2020PTC045153,CLINIVA BIOTECH PRIVATE LIMITED,Bihar,2020-01-24,6
U01409BR2020PTC045140,TATHAGAT FARMERS PRODUCER COMPANYLIMITED,Bihar,2020-01-23,7
U45201BR2020PTC045131,MAAANNAPURNI CONSTRUCTION PRIVATELIMITED,Bihar,2020-01-23,7
U60300BR2020PTC045127,MIN-E-MOBILITY TECHNOLOGIES PRIVATELIMITED,Bihar,2020-01-23,7
U85300BR2020NPL045124,SRI RAMPUTRA WELFARE FOUNDATION,Bihar,2020-01-23,7
U80902BR2020PTC045123,VIDYAVIHAR CAREER PLUS PRIVATE LIMITED,Bihar,2020-01-23,7
U80902BR2020PTC045141,BANKERLY ENTERPRISE LEARNING PRIVATELIMITED,Bihar,2020-01-23,7
U80903BR2020PTC045130,SNA EDUCARE PRIVATE LIMITED,Bihar,2020-01-23,7
U80903BR2020PTC045142,NALLOY CLASSES PRIVATE LIMITED,Bihar,2020-01-23,7
U85100BR2020PTC045144,AKSHAT SEVA SADAN PRIVATE LIMITED,Bihar,2020-01-23,7
U15549BR2020OPC045126,REETKAHAN FOODS INDUSTRIES (OPC) PRIVATELIMITED,Bihar,2020-01-23,7
U15549BR2020OPC045129,APSEEDS BIOTECH (OPC) PRIVATE LIMITED,Bihar,2020-01-23,7
U18209BR2020OPC045136,ANUMIT GARMENTS (OPC) PRIVATE LIMITED,Bihar,2020-01-23,7
U19200BR2020OPC045132,BESHLAL SHOES INDUSTRIES (OPC) PRIVATELIMITED,Bihar,2020-01-23,7
U65929BR2020PLN045133,SUVHYA NIDHI LIMITED,Bihar,2020-01-23,7
U45309BR2020PTC045125,NIRANJAN JHA CONSTRUCTION PRIVATELIMITED,Bihar,2020-01-23,7
U45400BR2020PTC045135,CHANDAN SAURAV HOMES SERVICES PRIVATELIMITED,Bihar,2020-01-23,7
U72900BR2020PTC045139,ALOK MULTISERVICES PRIVATE LIMITED,Bihar,2020-01-23,7
U45500BR2020PTC045134,PROFITOCEAN INFRA PRIVATE LIMITED,Bihar,2020-01-23,7
U50400BR2020PTC045143,MGRR AUTOMOBILES PRIVATE LIMITED,Bihar,2020-01-23,7
U74999BR2020OPC045128,PROSPERIDAD SQUARE (OPC) PRIVATE LIMITED,Bihar,2020-01-23,7
U74999BR2020PTC045137,EVENTOURS MANAGEMENT PRIVATE LIMITED,Bihar,2020-01-23,7
U74999BR2020PTC045138,VIJAYA ELECTRIC AUTO PRIVATE LIMITED,Bihar,2020-01-23,7
U01100BR2020PTC045115,ZIRADEI FARMERS PRODUCER COMPANY LIMITED,Bihar,2020-01-22,8
U01114BR2020PTC045105,MADARNA FARMERS PRODUCER COMPANY LIMITED,Bihar,2020-01-22,8
U24290BR2020OPC045117,SHAKRI SURFACTANT (OPC) PRIVATE LIMITED,Bihar,2020-01-22,8
U70109BR2020PTC045109,ASHOK VATIKA INFRATECH PRIVATE LIMITED,Bihar,2020-01-22,8
U70109BR2020PTC045113,HYDE PARK BUILDCON PRIVATE LIMITED,Bihar,2020-01-22,8
U51397BR2020PTC045114,ZOLLIKON PHARMACEUTICALS PRIVATE LIMITED,Bihar,2020-01-22,8
U15141BR2020OPC045112,MITBIN OIL MILLS (OPC) PRIVATE LIMITED,Bihar,2020-01-22,8
U85300BR2020PTC045111,MADHEPURA EMERGENCY HOSPITAL PRIVATELIMITED,Bihar,2020-01-22,8
U85320BR2020NPL045119,MATOKA FOUNDATION,Bihar,2020-01-22,8
U52603BR2020PTC045118,VETEMENTS ONLINE FASHION PRIVATE LIMITED,Bihar,2020-01-22,8
U80902BR2020PTC045116,EUTTHAAN EDUVENTURES PRIVATE LIMITED,Bihar,2020-01-22,8
U45209BR2020PTC045107,DAVINCI ENGINEERING CONSULTANTS PRIVATELIMITED,Bihar,2020-01-22,8
U45309BR2020PTC045108,A.Y.B TRADING & CONSTRUCTION PRIVATELIMITED,Bihar,2020-01-22,8
U45309BR2020PTC045122,MADHUKAR WORKS PRIVATE LIMITED,Bihar,2020-01-22,8
U72900BR2020PTC045106,BHASKARCHANDRA SOFTWARE SOLUTIONSPRIVATE LIMITED,Bihar,2020-01-22,8
U74999BR2020OPC045110,RAVI & SHANI TENT HOUSE (OPC) PRIVATELIMITED,Bihar,2020-01-22,8
U74999BR2020OPC045121,ISAFI SERVICES (OPC) PRIVATE LIMITED,Bihar,2020-01-22,8
U74999BR2020PTC045120,ANK-AUR-SHABDA SOLUTIONS PRIVATE LIMITED,Bihar,2020-01-22,8
U24110BR2020OPC045097,CLEANAM CLEAN (OPC) PRIVATE LIMITED,Bihar,2020-01-21,9
U70200BR2020PTC045088,AEDILE ASSOCIATES PRIVATE LIMITED,Bihar,2020-01-21,9
U72200BR2020PTC045089,ACUBEINFO TECHSITE PRIVATE LIMITED,Bihar,2020-01-21,9
U72200BR2020PTC045090,WAYCE IT AND MARKETING PRIVATE LIMITED,Bihar,2020-01-21,9
U70109BR2020PTC045092,CHHAYA KUTIR PRIVATE LIMITED,Bihar,2020-01-21,9
U70109BR2020PTC045096,MIYOTECH INFRA PRIVATE LIMITED,Bihar,2020-01-21,9
U01409BR2020PTC045102,MULTIVERSE GREEN FARM PRIVATE LIMITED,Bihar,2020-01-21,9
U15203BR2020PTC045080,BABA AND BABY FOODS PRIVATE LIMITED,Bihar,2020-01-21,9
U85300BR2020PTC045091,ABDI HEALTHCARE PRIVATE LIMITED,Bihar,2020-01-21,9
U93000BR2020PTC045083,NOCSBIZ PRIVATE LIMITED,Bihar,2020-01-21,9
U52609BR2020PTC045082,YU4 SANSKAR PRIVATE LIMITED,Bihar,2020-01-21,9
